incident_number,state,district,block,village_name,other_areas,constituency,incident_summary,Matched_Location,latitude,longitude
1401271001,Odisha,Khordha,W60 Ward,,Vivekananda Marg,Bhubaneswar Central,"Gananath Patra, advisor of the Chasi Mulia Adivasi Sangha (CMAS) active in Koraput District, was arrested by Police from Vivekananda Marg in State capital Bhubaneswar on.","vivekananda marg, bhubaneswar",85.843,20.2749
1401271101,Odisha,Sundergarh,,,Chandiposh,Bonai assembly constituency,"A village sarpanch, identified as Srikant Samant, of Chandiposh in Sundergarh District was arrested for supplying explosives to CPI-Maoist. Samant was arrested after Police recovered a huge catch of explosives including gelatine sticks, detonators and fuse wires from Chandiposh panchayat building, SP Diptesh Patnaik said.","sundergarh, chandiposh",84.779533,21.888918
1401271601,Odisha,Rayagada,,,Hatamuniguda,Bissam Cuttack assembly constituency,"Two IEDs, weighing around 10-12 kilograms, planted by the Maoists to target SF personnel or civilians during the Republic Day celebrations were defused within the Muniguda Police Station limit near Pusuguda square at Hatamuniguda in Rayagada District.","rayagada, hatamuniguda",83.501,19.58344841
1401280801,Odisha,Malkangiri,Podia,MV 79,,Malkangiri,Maoists used landmines to blast newly built houses for Police officials in the Malkangiri District. CPI-Maoist cadres exploded landmines at the empty houses which are part of a jail complex being built in MV 79 village. A District Police official said the Maoists ran into a nearby forest after destroying the houses.,"malkangiri, mv 79, malkangiri",81.5432,18.1641
1401281101,Odisha,Sundargarh,,,,,"The Police in Sundargarh District arrested a CRPF trooper, identified as Satyaban Bhoi (38), and a motor mechanic, identified as Tarun Das, for their reported links with the CPI-Maoist.",sundargarh,,
1401281301,Odisha,Rayagada,,,,,"SFs unearthed a CPI-Maoist dump in Odisha's Rayagada District and recovered three land mines totally weighing 50 kilogram, along with several other items.","odisha, rayagada",,
1401290801,Odisha,Malkangiri,Malkangiri,,"Kondapalli, Motu Police Station",Malkangiri,"Ashok, 'commander' of the Motu People's Liberation Guerrilla Army (PLGA), was injured in an exchange of fire with the Police near Kondapali forests under Motu Police station in the Malkangiri District. Police stated that 20 other Maoists sustained injuries during the two-hour encounter. All of the injured, however, managed to escape.","malkangiri, malkangiri, malkangiri",81.4018,17.8302
1401291001,Odisha,Sundergarh,,,Renjeda forest,Bonai assembly constituency,"The dead body of the CITU leader Thomas Munda, who was abducted on January 25 by the CPI-Maoist cadres during a raid at SAIL-owned Kalta mines in Sundergarh District, was found in the Renjeda forest in the District.","sundergarh, renjeda forest",85.223076,21.969439
1401291002,Odisha,Sundergarh,,Banke,,Sonepur assembly constituency,"Johan Munda, a contract worker from Banke village in Sundergarh District was killed by the CPI-Maoist cadres. He was abducted by the Maoists when he was on his way to a church January 29.","sundergarh, banke",83.727882,20.672871
1401291201,Odisha,Malkangiri,Kalimela,,Rajgiri forest,Malkangiri,"The SFs arrested two suspected CPI-Maoist cadres from a forest area in Malkangiri District. The duos, identified as Pabitra Nayak alias Pati and Bhagaban Bhumiya alias Deba, were arrested during a combing operation in Rajgiri forest based on intelligence input. The SFs also recovered some arms and ammunition from their possession.\","malkangiri, rajgiri forest, malkangiri",81.7514,18.0908
1401291301,Odisha,Malkangiri,,,,,CPI-Maoist cadres shot dead a former member of Bodopada Panchayat Samiti suspecting him to be a Police informer in Malkangiri District of Odisha.,"odisha, malkangiri",,
1401291302,Odisha,Koraput,Narayanpatna,,Musulmunda forest,Lakshmipur,A cache of arms were seized from a Maoist hideout in Musulmunda forest under Narayanpatna Police Station limits of Koraput District in Odisha by the CoBRA and DVF.,"odisha, koraput, narayanpatna, musulmunda forest",83.1689,18.8769
1401300801,Odisha,Koraput,,Nangalbeda,,,"The CPI-Maoist cadres belonging to Koraput area committee killed Nalla Markanda Choudhury, a former sarpanch (village head), with an axe at Nangalbeda in the Koraput District, reports Statesman. A 40-member Maoist squad had rounded up the village and assaulted five businessmen before killing the former Sarpanch. The Maoists also asked the businessmen not to sell liquor to the tribals in the region and to hand over the land which they had acquired from them. Before leaving the village, the Maoists pasted posters and also cut down trees to delay the movement of Police.","koraput, nangalbeda",,
1401300802,Odisha,Jajpur,,Bhubaneswar,,Bhubaneswar,"The Jajpur District Police arrested three suspected Maoists in capital Bhubaneswar while they were attending on a 21-year-old girl at a private hospital. The girl has been identified as Nanika Jamda, said to be a companion of Anna Reddy, the suspected Orissa chief of the Janashakthi faction of the Communist Party of India-Marxist-Leninist (CPI-ML). Police is yet to reveal the identity of the arrested Maoists although one of the arrested is suspected to be Anna Reddy.","jajpur, bhubaneswar, bhubaneswar",85.8245,20.2961
1401301101,Odisha,Malkangiri,Kalimela,,Techguda forest,Malkangiri,Two top cadres of the CPI-Maoist were arrested by the SOG and the DVF personnel during a combing operation at Techguda forest under Kalimela Police Station limits in Malkangiri District.,"malkangiri, kalimela, techguda forest, malkangiri",81.7514,18.0908
1401301401,Odisha,Malkangiri,Kalimela,,Kalimela,Malkangiri,"A contractor, identified as Samarendra Bisoi alias Tinku (28), was arrested on the charges of supplying explosives to CPI-Maoist by Kalimela Police in Malkangiri District.","malkangiri, kalimela, kalimela, malkangiri",81.7514,18.0908
1401301501,Odisha,Sundargarh,,Rourkela,,Rourkela assembly constituency,"Three CPI-Maoist cadres, identified as Joseph Munda (35), Sipren Munda (31) and Panalal Bhakta (17), surrendered before Police in Rourkela in Sundargarh District of Odisha. Joseph was involved in a murder case and landmine blast while Sipren and Panalal were also involved in many acts of violence. Panalal also cooked food for party members.","odisha, sundargarh, rourkela",84.872429,22.242874
1401310701,Odisha,Dhenkanal,Kankada Had,,Kandhar forest,Parjanga,"Three forest employees were killed by suspected CPI-Maoist cadres in the Kandhar forest area of Kankadahada block in the Dhenkanal District. Leaflets found near the dead bodies said that the killings were in retaliation against the deaths of 13 tribals in Police firing at Kalinga Nagar on January 2, 2006.","dhenkanal, kankadahada, kandhar forest",85.5766,21.0899
1401310801,Odisha,Sambalpur,,Dhama,,Sambalpur parliamentary constituency,"Five CPI-Maoist cadres including Dhanu Dehuri and Bimba Kuanr were arrested from Dhama in the Sambalpur District. Dhanu is reportedly one of the founder members of the outfit in Sundargarh, Sambalpur and Deogarh Districts. Sambalpur Superintendent of Police Sanjay Kumar, however, confirmed the arrest of only one Maoist and said that his identity is yet to be established.","sambalpur, dhama",84.088,21.219957352
1401311201,Odisha,Sundargarh,,Rourkela,Saranda forest,Rourkela assembly constituency,"SFs arrested two CPI-Maoist cadres from the Saranda forest, under Rourkela Police Station in Sundargarh District. The arrested Maoists, identified as Birbal Gudia (23) and Chandradeb Tirkey alias Charo (24), both members of the bomb squad under the Dakshin Chhota Nagpur Zonal Committee (DCNZC), were reportedly engaged in several Maoist activities in Odisha-Jharkhand border area and were involved in at least three Maoist-triggered incidents which had occurred on January 9, 2011.","odisha, sundargarh, rourkela, saranda forest",84.872429,22.242874
1401311301,Odisha,Koraput,Semiliguda,Podapadar,,Pottangi,"Three CPI-Maoist cadres, including a bodyguard of Maoist-backed CMAS chief Nachika Linga, were arrested during an anti-Maoist operation in a forested area, on the outskirts of Podapadar, in Koraput District.","koraput, podapadar",82.6672,19.0749
1401311401,Odisha,Koraput,,,,,The two abducted school teachers were rescued and four persons of a criminal gang which had resorted to the abduction in the name of CPI-Maoist cadres for extortion and ransom were arrested in Koraput District.,koraput,,
1401311601,Odisha,Koraput,Pottangi,,Pottangi,Pottangi,"CPI-Maoist cadres set ablaze three camps and eight construction vehicles in Pottangi area of Koraput District. Reports said more than 100 Maoists arrived at three contractors' camps at Taupadar, Barabandha and Kasuguda under the Pottangi Police Station limits and attacked the labourers while they were asleep. Later, they set fire to the three camps and eight road construction vehicles including a tractor, a JCB machine and five Poclain machines.","koraput, pottangi, pottangi, pottangi",83.0482,18.5004
1402011101,Odisha,Sundargarh,,Nuagaon-Raidihi,Bonai,Bonai Assembly Constituency,"A top CPI-Maoist, identified as Kushal Kerketa (24), was arrested by a joint team of Police and CRPF during a combing operation from Nuagaon-Raidihi village under Bonai sub-division in Sundargarh District along Jharkhand border.","sundargarh, nuagaon-raidihi, bonai",84.779533,21.888918
1402021001,Odisha,Rayagada,,Tubuni,,Gunupur assembly constituency,"Purna alias Ramesh Mambalika, a top Maoist, an explosive expert and a master in making landmines, was arrested from his native village at Tubuni in the Gudari Police Station area of Rayagada District. Five landmines and an equal number of guns, ammunition including gelatins and 15 kilograms of splinters used in the making of landmines were recovered.","rayagada, tubuni",83.7823,19.348258972
1402021601,Odisha,Rayagada,,Lakhpadar,,Narla assembly constituency,CPI-Maoist cadres orchestrated a landmine blast near Lakhpadar village under Kalyansinghpur Police Station limits in Rayagada District. An exchange of fire for over 45 minutes ensued between the Maoists and the security personnel at the spot. No Policeman was injured in the encounter.,"rayagada, lakhpadar",83.312126,20.111897
1402031201,Odisha,Ganjam,Chhatarpur,,,Chhatarpur,"A CPI-Maoist cadre, serving as the bodyguard of top Maoist leader Sabyasachi Panda, surrendered before Police in Chhatarpur in Ganjam District. The Maoist, identified as Rajendra Kumar Ratia alias Suraj alias Sangram (23), from Kutuniganda village in Adaba Police Station area, was reportedly involved in several major Maoist offensives in Ganjam, Gajapati and Rayagada Districts in the last two years, including the firing incident at Kerubadi. Sources said Ratia was an active member of the Ghumusara division of the CPI-Maoist. He also imparted training to new cadres about the Maoist ideology and the party's social and political views.","ganjam, chhatarpur, chhatarpur",84.9887,19.3597
1402031301,Odisha,Koraput,,,,,Seven CPI-Maoist cadres were arrested in Odisha's Koraput District.,"odisha, koraput",,
1402031501,Odisha,Kalahandi,Lanjigarh,Trilochanpur,Lanjigarh Police Station,Lanjigarh,"The CPI-Maoist cadres killed a contractor, identified as Laxmi Patnaik (23), at a weekly market in Trilochanpur under Lanjigarh Police Station in Kalahandi District. Some posters left by the killers claimed that Patnaik was a 'Police Informer'.","kalahandi, lanjigarh, trilochanpur, lanjigarh police station, lanjigarh",83.3669,19.7096
1402041201,Odisha,Koraput,Jeypore,Macchkund,,Jeypore,"The SF personnel recovered huge quantities of explosives dumped by CPI-Maoist during a combing operation from a forest in Koraput District. According to Police, at least 282 gelatin sticks each weighing 125 grams, 10 bundles of live wires, 28 tiffin boxes used to make landmines, among other Maoist belongings, were found in a forest under Macchkund Police limits. The explosives were dumped in the forest in a plastic drum.","koraput, macchkund",82.551,18.8606
1402041601,Odisha,Rayagada,,Nirgundi,,Bissam Cuttack assembly constituency,CPI-Maoist cadres killed a Dangoria Kondh youth identified as Shyamo Kadraka (22) of Nirgundi village under Kalyansinghpur Police limits in Rayagada District after trial in a kangaroo court.,"rayagada, nirgundi",83.562973,19.510893
1402050901,Odisha,Malkangiri,Kalimela,Malavaram,Telarai,Malkangiri,"CPI-Maoist cadres severely assaulted the Sarpanch (chief) of the Malavaram Gram Panchayat (village level self-government institution), Gjendra Bandara, for taking up repairing work of village roads under Kalimela Block in the Malkangiri District. The Maoists also pasted posters at different places in Telarai, MPV-77, Manyabkunda, Rajaikund, MV-79 and Motu areas in the way from Kalimela to Motu threatening contractors not to take up road repairing work. Through these posters, Maoists also threatened all those who are eligible to join Special Operation Group (SOG) and Central Reserve Police Force (CRPF) not to join these forces unless one of the family members also joins the Maoist camp.","malkangiri, kalimela, malavaram, telarai, malkangiri",81.7514,18.0908
1402051301,Odisha,Kandhamal,,,,,"A CPI-Maoist cadre, identified as Sishu Mallick, and a close associate of OMP chief, Sabyasachi Panda, surrendered before the Kandhamal SP, JN Pankaj, at Phulbani.",kandhamal,,
1402051401,Odisha,Malkangiri,Malkangiri,,Balimela reservoir,Malkangiri,"A tribal activist of an NGO, identified as Sadanand Hantal (25), was killed by CPI-Maoist cadres in the cut-off area of Balimela reservoir in Malkangiri District.","malkangiri, malkangiri, balimela reservoir, malkangiri",82.0598,18.2244
1402051601,Odisha,Kandhamal,Phiringia,Dongarjoda,Gochhapada Police Station limits,Phulbani,"A group of CPI-Maoist cadres exchanged fire with SF personnel near Dongarjoda village under Gochhapada Police Station limits of Kandhamal District. Kandhamal SP Kunwar Vishal Singh said when the SOG, DVF and CRPF personnel involved in a joint anti-Maoist operation in the area asked the Maoists hiding in the forest to surrender they opened fire at the security personnel.","kandhamal, dongarjoda, gochhapada police station limits",84.1084,20.3585
1402061001,Odisha,Sundargarh,,,,,"The CPI-Maoist cadres killed one person, Sukura Oram, branding him as a Police informer in Sundargarh District.",sundargarh,,
1402061101,Odisha,Rayagada,,,Muniguda Police Station,Bissam Cuttack assembly constituency,"Two cadres of the CPI-Maoist were arrested from a forest located in Muniguda Police Station area in Rayagada District and a huge quantity of posters and other publicity materials seized from them, Police said.","rayagada, muniguda police station",83.545662,19.483969
1402061102,Odisha,Sundargarh,,Pattasahi,Chandiposh,Bonai assembly constituency,"During the Bharat Bandh called by the Maoists, a strong group of armed Maoists opened fire at a passenger train at Pattasahi near Chandiposh. No casualty was reported in the incident.","pattasahi, chandiposh",84.779533,21.888918
1402061301,Odisha,Koraput,Narayanpatna,,,Lakshmipur,"Forty-seven more members of CMAS, a CPI-Maoist-backed tribal organization based in Narayanpatna block of Koraput District of Odisha surrendered before the Police.","odisha, koraput, narayanpatna",83.1689,18.8769
1402061401,Odisha,Koraput,Bandhugaon,,Gumudaput jungle,Lakshmipur,"Two landmines, one gun, medicines, two swords, banners and wires of Maoists were seized from Gumudaput jungle of Koraput District during joint combing operation by personnel of BSF and Bandhugaon Police Station.","koraput, bandhugaon, gumudaput jungle",83.2573,18.9333
1402071201,Odisha,Malkangiri,Kalimela,Kalimela,Tekguda forest,Malkangiri,"Acting on a tip-off, a team comprising BSF and SOG troopers conducted a combing operation in Tekguda forest in Kalimela area in Malkangiri District and recovered a huge CPI-Maoist explosive dump. The recoveries include 12 electronic detonators, seven gelatine sticks, more than 30 metres of codex wire and electric wires used in landmine blast. Maoist literature, posters, banners and leaflets were also recovered from the spot.","malkangiri, kalimela, kalimela, tekguda forest, malkangiri",81.7514,18.0908
1402080801,Odisha,Malkanagiri,Malkanagiri,,Kondapalli,Malkanagiri,"he District voluntary force, a wing of the Malkangiri District Police, arrested six cadres of the CPI-Maoist from Kondapalli forest area under the Motu Police station limits. The arrested include a Maoist doctor and an expert in writing Maoist literature. The arrested have been identified as Marian Mukta Madiam, Sariam Rama, Rama Prasad Sana, Dr Sujay Dafatar, Ranjit Sarkar and Karam Sita. Police recovered six detonators, 26 gelatin sticks, 100 meter wire, gun powder and some life-saving drugs from the arrested Maoists. Superintendent of Police Satish Kumar Gajbhiye said that the arrested Maoists were acting as couriers for Maoist leaders like Ashok and Jaga, attended Maoist meetings and extended logistics support to the movement.","malkangiri, malkangiri, kondapalli, malkangiri",81.4018,17.8302
1402080802,Odisha,Gajapati,,,Khichilingi,,"An encounter was reported between cadres of the CPI-Maoist and SOG personnel inside the Khichilingi forest in the Gajapati District. Superintendent of Police Satyabrata Bhoi told that a group of ten to 15 Maoists attacked about 20 SOG members who were returning home from duty. The SOG personnel retaliated and following a half-an-hour long encounter, the Maoists fled to the forest. No injuries were reported in the incident. Subsequently, Police seized a locally made gun from the spot.","gajapati, khichilingi",,
1402081301,Odisha,Ganjam,Brahmapur,Berhampur,Shanti Nagar,Brahmapur,"Dandapani Mohanty, who acted as an interlocutor between CPI-Maoist and the State Government during the high profile abductions of the then Malkangiri collector R Vineel Krishna in 2011 and Italians Paulo Bosusco and Claudio Colangelo in 2012, was arrested by Police from his residence at Shanti Nagar in Berhampur in Ganjam District of Odisha.","odisha, ganjam, berhampur, berhampur, shanti nagar, berhampur",84.7941,19.315
1402081302,Odisha,Koraput,Narayanpatna,,,Lakshmipur,"Forty more supporters of CMAS, a CPI-Maoist-backed tribal organization based in Narayanpatna block of Koraput District of Odisha, surrendered before the Police at Narayanpatna Police Station.","odisha, koraput, narayanpatna",83.1689,18.8769
1402081303,Odisha,Nuapada,,Pathpani,,,CPI-Maoist cadres killed a Sikshya Sahayak at Pathpani village in Nuapada District of Odisha suspecting him to be a Police informer.,"odisha, nuapada, pathpani",,
1402081501,Odisha,Bolangir,Tureikela,Badakendu,Turekali-Makhan road,Kantabanji,"Around 40 armed Maoist cadres torched two vehicles and one vibrator machine of a contractor, engaged in road construction, near Badakendu along Turekali-Makhan road in Bolangir District. The Maoists also warned the administration to facilitate drinking water and medical facility to the people of the area through some posters.","bolangir, badakendu, turekali-makhan road",82.8237,20.5192
1402081601,Odisha,Kalahandi,,,Gundia Reserve Forest area,,SF personnel and CPI-Maoist cadres exchanged fire in Gundia Reserve Forest area of Kalahandi District leading to the recovery of Maoist literature and some other items from their camp,"kalahandi, gundia reserve forest area",,
1402090701,Odisha,Sambalpur,,Sambalpur,,Sambalpur parliamentary constituency,"Sambalpur District Police said that they found and removed anti-panchayat election material, reportedly circulated by the CPI-Maoist cadres in the Bareipani Industrial Estate of Sambalpur town.","sambalpur, sambalpur",83.9996,21.465740204
1402090901,Odisha,Malkangiri,Kalimela,Badigata,,Malkangiri,An unspecified number of CPI-Maoist cadres destroyed over 60 percent of the Panchayat (village level self-government institution) office building of Badigata village in the Malkangiri District.,"malkangiri, badigata, malkangiri",81.8033,18.0724
1402091001,Odisha,Rayagada,,,,,"The Police in Rayagada District arrested two Maoist supporters. Police said though they were not in the outfit's armed squad, but were active sympathizers and had been providing logistic support to the Maoists.",rayagada,,
1402091101,Odisha,Kandhamal,Kotagarh,Subarnagiri,,Baliguda,"Cadres of the CPI-Maoist damaged the Police outpost at remote Subarnagiri in the limits of Kotagarh Police Station in Kandhamal District. According to the Police, no one was injured at the Police outpost during the attack as no armed Policemen were deployed at the remote outpost during night. As per eyewitnesses, a group of around 40 Maoists reached the Police outpost building at around midnight. They broke into it and ransacked it. They also set ablaze the documents and furniture of the outpost.","kandhamal, kotagarh, subarnagiri",83.8553,19.8292
1402091201,Odisha,Koraput,Baipariguda,Malipadar,,Kotpad (st),"Three CPI-Maoist cadres, identified as Sitaram Durua, Jagannath Durua and Lukuna Durua, were arrested by the DVF from Malipadar village under Baipariguda Police Station limits in Koraput District. Three SBML guns and huge quantity of material of day-to-day use meant for supply to the Maoists were recovered from their possession. Apart from it 10 bundles of wires used to detonate landmines were also recovered from them.","koraput, baipariguda, malipadar",82.3621,18.6811
1402100701,Odisha,Kendujhar,Harichandanpur,,Harichandanpur,Telkoi,Naxalites set two vehicles of a private construction company afire at the Harichandanpur area of Keonjhar District. Police sources said that a dozen Naxalites approached the company’s camp and burnt down the vehicles after asking the workers to come out of the camp.,"keonjhar, harichandanpur, harichandanpur",85.791,21.3378
1402101001,Odisha,Sundargarh,,,Bisra,Biramitrapur assembly constituency,Suspected CPI-Maoist cadres blew up a portion of railway tracks between Bisra and Bhalulata railway stations at around 2 am causing derailment of a goods train and disrupting train services on the Howrah-Mumbai route.,bisra,84.995926,22.250742
1402101101,Odisha,Kendujhar,Harichadanpur,,Chutung forest,Telkoi,"Four Maoists, involved in several cases of crime, were arrested and a huge cache of arms and explosives seized in Keonjhar District, according to the Police. Three Maoists were arrested during combing by CRPF personnel and State Policemen from Chutung forest near Rebana-Palaspal area, while another was arrested from a jungle in Telkoi area. Six detonators, two gelatine sticks, batteries and wires, a locally-made rifle, some ammunition and volumes of Maoist literature like leaflets, books and posters were seized from the them.","keonjhar, chutung forest, telkoi",85.791,21.3378
1402101201,Odisha,Malkangiri,Kalimela,,,Malkangiri,"Four personnel of the BSF including a commandant were killed in an ambush by the cadres of the CPI-Maoist in Malkangiri District. Two other BSF personnel and two officials of the Irrigation Department were also injured in the attack, which came a day before the first phase polls of the panchayat elections. According to the District Police, the BSF personnel were on their way to Chitrakonda from the BSF camp at Balimela. They were travelling in a SUV to oversee security arrangements for the polls. At 1 p.m., their vehicle overturned in a landmine blast about nine kilometres from Balimela. No one was seriously injured or killed, but the personnel fell victim to indiscriminate firing by Maoists hiding in the nearby dense forest.","malkangiri, balimela., malkangiri",81.7514,18.0908
1402101301,Odisha,Koraput,Narayanpatna,Palur,,Lakshmipur,Police and SFs unearthed arms and explosives hidden by Maoists in a dump at Palur village in Koraput District of Odisha.,"odisha, koraput, palur",85.0795,19.449
1402101302,Odisha,Sundergarh,,,,,"A Maoist wanted in connection with several cases, identified as Xaviyar Lugun alias Willaim Lugun, surrendered before the Rourkela Police in Sundergarh District of Odisha.","odisha, sundergarh",,
1402111001,Odisha,Sundergarh,,,,,"Two cadres of the CPI-Maoist were arrested in Sundergarh District. One of the arrestees was identified as Marshal Munda, allegedly involved in the killing of a trade union leader, Thomas Munda, in the Sundergarh District two weeks ago.",sundergarh,,
1402111002,Odisha,Kendujhar,,,,,Two CPI-Maoist area committee members of Harichandanpur squad of Kalinga Nagar division surrendered before Keonjhar Superintendent of Police Ashis Singh.,keonjhar,,
1402111003,Odisha,Sambalpur,,,,,Two CPI-Maoist cadres were arrested by Sambalpur District.,sambalpur,,
1402111101,Odisha,Sundargarh,,,Saranda forest,Biramitrapur assembly constituency,"At least three cadres of the CPI-Maoist, including an 'area commander', were killed in an encounter with the Security Forces in Sundargarh District. The exchange of fire took place during a joint combing operation by the CRPF troopers and DVF, a specialised force of Armed Police Reserve trained in anti-Maoist warfare, in the Saranda forest under Bisra Police Station limit, bordering Jharkhand, CRPF sources said. Bodies of three Maoists were recovered after the gun battle, they said, adding one of the deceased was identified as Mohammad Musleem, 'area commander' of Maoists in Digha and Jareikela areas in Jharkhand. Musleem has at least 40 cases lodged against him for murder and attack on Government establishments in the District and East Singhbhum District of Jharkhand. One of the other two killed Maoists was a Nepali while the identity of the third could not be established. An American rifle, a 9-mm pistol, large quantity of cartridges and volumes of Maoist literature, including leaflets and posters, were recovered from the encounter site.","digha, sundargarh, saranda forest",84.995926,22.250742
1402111102,Odisha,Kandhamal,,,,,"A SPO, identified as Narenga Mallick of Dunguda village, working with the Kotagada Police was killed by Maoists in Kandhamal District. The Maoists left a poster on the spot and mentioned that they have killed him as he has not resigned from the job",kandhamal,,
1402111301,Odisha,Malkangiri,Kudumulugumma,Rollagedda,,Chitrakonda,"A Maoist area committee leader, Satyavati alias Bhagya, was arrested along with another civilian, a Maoist sympathiser, identified as Vandanam Bangarayya, by Odisha Police at Rollagedda village in Gumma block of Malkangiri District.","odisha, malkangiri, rollagedda",82.1782,18.378
1402111401,Odisha,Rayagada,,,Nishikhal jungle,Rayagada assembly constituency,Two landmines planted by CPI-Maoist were recovered during combing operation by the personnel of the CRPF from Nishikhal jungle under Tikiri Police Station limits in Rayagada District.,"rayagada, nishikhal jungle",83.088478,19.324511
1402111501,Odisha,Kalahandi,Lanjigarh,,Lanjigarh area,Lanjigarh,Security personnel and the CPI-Maoist cadres exchanged fire in Lanjigarh area of Kalahandi District. A joint team of DVF and CRPF was on a combing operation when the Maoist opened fire at them. Cache of arms and ammunition has been recovered from the encounter site.,"kalahandi, lanjigarh, lanjigarh area, lanjigarh",83.3669,19.7096
1402111502,Odisha,Kalahandi,Lanjigarh,Semlabhata,Lanjigarh Police limits,Lanjigarh,A CPI-Maoist camp was destroyed and explosives seized from Semlabhata village under Lanjigarh Police limits of Kalahandi District. The seizure followed an encounter between Police and the Maoists.,"kalahandi, lanjigarh, semlabhata, lanjigarh police limits, lanjigarh",83.3669,19.7096
1402111601,Odisha,Kalahandi,,,Kanamanjur Reserve Forest,,"A woman CPI-Maoist cadre was killed during an exchange of fire between the SF personnel and the Maoists in a forest in Kalahandi District. The combing team comprising SOG and DVF also recovered arms from the spot. Kalahandi SP Brijesh Rai said on receiving intelligence information about movement of Maoists in Kanamanjur Reserve Forest, an intense combing operation was launched.","kalahandi, kanamanjur reserve forest",,
1402120701,Odisha,Malkangiri,Kalimela,,Kurup forests; Kalimela Police station,Malkangiri,A CPI-Maoist cadre was killed in the Malkangiri District on the eve of the three-tier panchayat (local self-government) polls. The incident occurred when a Police party heading for the Badigata polling booth under Kalimela Police station of Malkangiri was attacked by the Maoists from inside the Kurup forests.,"malkangiri, kalimela, malkangiri",81.7514,18.0908
1402121001,Odisha,Rourkela,,,,,Three criminals suspected to have Maoist link were arrested by Rourkela Police from a lodge located near the railway station.,rourkela,,
1402121101,Odisha,Sundargarh,,,,,"The cadres of the CPI-Maoist killed Kandri Lohar (23), a home guard, and her son Kanha (4), in Sundargarh District.",sundargarh,,
1402121301,Odisha,Koraput,,,,,"One hundred and one supporters of CPI-Maoist backed tribal organisation, CMAS, surrendered at Narayanpatna Police Station in Koraput District of Odisha.","odisha, koraput",,
1402121401,Odisha,Malkangiri,Malkangiri,,Muraliguda Forest,Malkangiri,Two landmines planted by CPI-Maoist on a road passing through Muraliguda Forest under Motu Police Station limits in Malkangiri District were unearthed by personnel of BSF.,"malkangiri, malkangiri, muraliguda forest, malkangiri",81.4018,17.8302
1402121501,Odisha,Angul,Palalahada,Pattamundai,Pallahara,Palalahada,Armed CPI-Maoist cadres hacked a villager to death in Pallahara of Angul District suspecting him to be a 'police informer'. The villagers said a group of armed Maoists stormed into Pattamundai village and took away Samuel Bhadra after locking his family members in a room. They then hacked Bhadra to death and fled to nearby forest. The Maoists left behind eight posters which stated that Bhadra was eliminated as he was a police informer. They claimed that one of their leaders was killed by police on information provided by Bhadra. Angul Superintendent of Police Rajesh Pandit Uttam Rao confirmed that Bhadra was not a police informer.,"angul, pallahara, pattamundai, pallahara, pallahara",85.2024,21.4277
1402121502,Odisha,Balangir,Turekela,Kameimunda,Turekala area,Kantabanji,"A trooper of SOG was seriously injured in a landmine explosion triggered by Maoists in Turekala area of Balangir District. ""The jawan was engaged in combing operation in a forest area near Kameimunda village yesterday when the landmine went off,"" SDPO Titilagarh, Dillip Purohit said.","balangir, turekala, kameimunda, turekala area",82.856,20.4672
1402121601,Odisha,Malkangiri,,,,,"Five CPI-Maoist cadres involved in several offensives surrendered in Malkangiri District. ""We joined the CPI (Maoist) being motivated by the Red revolution. When we realised that the Maoists did nothing for the poor and tribals, we decided to return to the mainstream,"" said a surrendered Maoist. Police said the surrendered Maoists were working for the Kalimela 'area committee' of the Malkangiri division",malkangiri,,
1402130701,Odisha,Malkangiri,Kalimela,,,Malkangiri,Three Police personnel were injured as CPI-Maoist cadres opened fire targeting a Police party accompanying election officials for the first phase of the three-tier panchayat polls under Kalimela Block in the Malkangiri District.,"malkangiri, kalimela, malkangiri",81.7514,18.0908
1402130702,Odisha,Malkangiri,Kalimela,,Poplur,Malkangiri,"Maoists triggered a landmine blast in the Poplur area of Kalimela. However, no casualty was reported in the incident.","kalimela, poplur",81.7514,18.0908
1402131001,Odisha,Gajapati,,,,,"Three Maoists, including a woman, involved in several attacks on Security Force personnel were arrested in Gajapati District.",gajapati,,
1402131002,Odisha,Mayurbhanj,,,,,Two Maoists were arrested in Mayurbhanj District during a search operation.,mayurbhanj,,
1402131003,Odisha,Kendujhar,,,,,"A Maoist cadre, Sabita Munda (24), surrendered before Police in Keonjhar District on February 11, alleged sexual exploitation by her Maoist seniors.",keonjhar,,
1402131201,Odisha,Ganjam,Surada,,,Surada,"Three women cadres of CPI-Maoist - one from Odisha and two from Chhattisgarh - were arrested by Police near Soroda area in Ganjam District. The Odia Maoist, identified as Malati Majhi alias Lata (28) of Bujuli village under Daringbadi Police Station in Kandhamal District, was in charge of personal security of Maoist leader Sabyasachi Panda. The other two Maoists, identified as Kadame Bulu (19) and Telam Soni alias Ratna (22), are from Bijapur District of Chhattisgarh. The latter two were originally part of Gangalur Area Division of West Bastar Division under Dandakaranya Special Zonal Committee.","odisha, ganjam",84.4343,19.7577
1402131301,Odisha,Nuapada,,,,,"Ahead of the visit of the Union Rural Development Minister Jairam Ramesh to Nuapada District of Odisha on February 16, Police unearthed four landmines at Barkot.","odisha, nuapada",,
1402141201,Odisha,Kalahandi,Lanjigarh,Trilochanpur,,Lanjigarh,Around 20 suspected CPI-Maoist cadres snatched away ballot papers and polling boxes from officials at two booths in Trilochanpur village in Kalahandi District. The Maoists also took away mobile phones from the polling personnel.,"kalahandi, trilochanpur",83.3669,19.7096
